id,region,nodes,osmids,count
2364,182,2503,2545,12
2365,182,2504,2543,12
2366,183,44,100,15
2367,183,53,1701,15
2368,183,197,2303,15
2369,183,198,168,15
2370,183,325,1861,15
2371,183,326,292,15
2372,183,327,169,15
2373,183,328,295,15
2374,183,329,298,15
2375,183,549,289,15
2376,183,551,1852,15
2377,183,553,290,15
2378,183,554,293,15
2379,183,558,2206,15
2380,183,565,2142,15
2381,184,688,497,12
2382,184,924,1349,12
2383,184,925,500,12
2384,184,931,1556,12
2385,184,932,1792,12
2386,184,1396,1702,12
2387,184,1457,2516,12
2388,184,1540,1555,12
2389,184,2024,1350,12
2390,184,2295,1877,12
2391,184,2338,1926,12
2392,184,2344,2148,12
2393,185,477,299,12
2394,185,550,1968,12
2395,185,561,296,12
2396,185,562,297,12
2397,185,563,1529,12
2398,185,564,1707,12
2399,185,1456,1779,12
2400,185,2174,1612,12
2401,185,2213,1598,12
2402,185,2220,1978,12
2403,185,2262,2333,12
2404,185,2502,2332,12
2405,186,603,322,11
2406,186,607,1686,11
2407,186,723,385,11
2408,186,724,2477,11
2409,186,725,2476,11
2410,186,1403,2199,11
2411,186,1882,1640,11
2412,186,2248,2524,11
2413,186,2479,2475,11
2414,186,2560,2474,11
2415,186,2570,2552,11
2416,187,604,323,12
2417,187,606,798,12
2418,187,933,501,12
2419,187,934,797,12
2420,187,1398,1348,12
2421,187,1401,1571,12
2422,187,1402,1629,12
2423,187,1430,1329,12
2424,187,1432,822,12
2425,187,1875,1219,12
2426,187,2023,1737,12
2427,187,2243,2087,12
2428,188,479,302,12
2429,188,508,1650,12
2430,188,567,301,12
2431,188,568,1760,12
2432,188,569,2092,12
2433,188,570,821,12
2434,188,605,324,12
2435,188,608,800,12
2436,188,1404,799,12
2437,188,1405,2166,12
2438,188,1431,1331,12
2439,188,2254,1754,12
2440,189,421,1647,13
2441,189,423,224,13
2442,189,424,1880,13
2443,189,426,226,13
2444,189,472,1846,13
2445,189,474,270,13
2446,189,509,2531,13
2447,189,571,303,13
2448,189,572,305,13
2449,189,575,304,13
2450,189,576,1720,13
2451,189,578,1532,13
2452,189,579,2263,13
2453,190,347,1712,11
2454,190,573,308,11
2455,190,574,2197,11
2456,190,1532,2298,11
2457,190,2300,2265,11
2458,190,2489,2264,11
2459,190,2490,2371,11
2460,190,2496,2421,11
2461,190,2525,2532,11
2462,190,2542,2541,11
2463,190,2575,2533,11
2464,191,288,1536,12
2465,191,318,166,12
2466,191,319,1756,12
2467,191,320,2194,12
2468,191,321,167,12
2469,191,322,2198,12
2470,191,324,181,12
2471,191,346,888,12
2472,191,2179,1757,12
2473,191,2328,2193,12
2474,191,2329,1758,12
2475,191,2337,1778,12
2476,192,415,221,13
2477,192,417,287,13
2478,192,476,256,13
2479,192,478,288,13
2480,192,480,291,13
2481,192,545,286,13
2482,192,546,1883,13
2483,192,547,1528,13
2484,192,548,1527,13
2485,192,552,1884,13
2486,192,555,1666,13
2487,192,557,1671,13
2488,192,2173,1811,13
2489,193,323,1973,16
2490,193,416,222,16
2491,193,418,1808,16
2492,193,427,1853,16
2493,193,471,255,16
2494,193,473,1531,16
2495,193,475,1873,16
2496,193,538,283,16
2497,193,539,1750,16
2498,193,540,1538,16
2499,193,541,284,16
2500,193,542,1810,16
2501,193,543,2034,16
2502,193,544,285,16
2503,193,556,1530,16
2504,193,2153,1843,16
2505,194,419,223,15
2506,194,420,227,15
2507,194,422,228,15
2508,194,425,225,15
2509,194,428,1855,15
2510,194,429,1748,15
2511,194,430,1881,15
2512,194,2152,1507,15
2513,194,2154,1860,15
2514,194,2155,1918,15
2515,194,2323,1747,15
2516,194,2324,2409,15
2517,194,2327,1844,15
2518,194,2375,1854,15
2519,194,2378,2196,15
2520,195,505,269,12
2521,195,506,1102,12
2522,195,507,271,12
2523,195,510,1795,12
2524,195,577,1740,12
2525,195,580,306,12
2526,195,581,307,12
2527,195,582,1651,12
2528,195,1772,1739,12
2529,195,2319,1759,12
2530,195,2326,1993,12
2531,195,2330,1869,12
2532,196,692,1354,19
2533,196,1351,772,19
2534,196,1352,791,19
2535,196,1387,1428,19
2536,196,1389,1715,19
2537,196,1464,1427,19
2538,196,2008,1334,19
2539,196,2011,1959,19
2540,196,2012,1336,19
2541,196,2013,1351,19
2542,196,2014,1353,19
2543,196,2026,1352,19
2544,196,2027,1963,19
2545,196,2028,1733,19
2546,196,2090,1714,19
2547,196,2302,1716,19
2548,196,2303,2304,19
2549,196,2413,2574,19
2550,196,2414,2573,19
2551,197,1395,795,13
2552,197,1397,796,13
2553,197,1399,1652,13
2554,197,1400,2153,13
2555,197,1877,1761,13
2556,197,2006,1741,13
2557,197,2025,1703,13
2558,197,2255,1706,13
2559,197,2268,1669,13
2560,197,2269,1876,13
2561,197,2292,1868,13
2562,197,2293,1704,13
2563,197,2294,1705,13
2564,198,639,338,12
2565,198,1317,2544,12
2566,198,1320,749,12
2567,198,1321,2248,12
2568,198,1322,750,12
2569,198,1323,751,12
2570,198,1324,2410,12
2571,198,1915,1431,12
2572,198,2017,1749,12
2573,198,2097,1887,12
2574,198,2099,1433,12
2575,198,2386,2234,12
2576,199,1366,780,12
2577,199,1367,940,12
2578,199,1368,781,12
2579,199,1369,941,12
2580,199,1370,1059,12
2581,199,1579,1323,12
2582,199,1588,926,12
2583,199,1589,927,12
2584,199,1602,1896,12
2585,199,1719,1055,12
2586,199,1720,1322,12
2587,199,1722,1983,12
