u,v,key,name,highway,ZMax44mm,ZMax54mm,ZMax71mm,ZMax86mm,ZMax20mm,ZMax198mm,flooded
1616,1615,0,Massbyntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1616,1618,0,Immersbyntie,tertiary,,,,,,,20
1616,1617,0,Hindsbyntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1618,1642,0,Uusi Porvoontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1618,2408,0,Uusi Porvoontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1618,1616,0,Immersbyntie,tertiary,,,,,,,20
1617,1616,0,Hindsbyntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1642,1995,0,Uusi Porvoontie,secondary,0.064968607734001,0.064968607734001,0.064968607734001,0.064968607734001,0.0,0.064968607734001,
1642,1618,0,Uusi Porvoontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2408,1816,0,Uusi Porvoontie,secondary,0.024055600166321002,0.024055600166321002,0.024055600166321002,0.024055600166321002,0.024055600166321002,0.024055600166321002,
2408,1618,0,Uusi Porvoontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1619,1620,0,"['Pitkäjärventie', 'Rajatorpantie']",secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1619,2313,0,Rajatorpantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1620,1719,0,"['Rastaalantie', 'Riihiniityntie']",secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1620,2523,0,Tammipääntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1620,2314,0,Pitkäjärventie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1620,1619,0,"['Pitkäjärventie', 'Rajatorpantie']",secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1719,2311,0,Rastaalantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1719,1620,0,"['Rastaalantie', 'Riihiniityntie']",secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2523,1620,0,Tammipääntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2314,1620,0,Pitkäjärventie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2314,2315,0,Pitkäjärventie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1624,1672,0,Viikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1624,2394,0,Viikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2394,2393,0,Viikintie,secondary,0.014784336090088002,0.014784336090088002,0.014784336090088002,0.014784336090088002,0.014784336090088002,0.014784336090088002,
2394,1624,0,Viikintie,secondary,0.04582260616457701,0.04582260616457701,0.04582260616457701,0.04582260616457701,0.04582260616457701,0.04582260616457701,
2055,2053,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
2055,1831,0,Kehä I,trunk,,,,,,,20
1628,1888,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1628,1743,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1628,2556,0,Norrtäljentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1628,1745,0,Käskynhaltijantie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
1888,1745,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1888,1628,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1743,2406,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1743,1628,0,Käskynhaltijantie,secondary,0.012569427490234,0.012569427490234,0.012569427490234,0.012569427490234,0.012569427490234,0.012569427490234,
2556,1815,0,Norrtäljentie,tertiary,,,,,,,20
2556,1628,0,Norrtäljentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1745,1888,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1745,1895,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2087,1737,0,Vääksyntie,primary_link,0.0,0.0,0.0,0.0,0.0,0.0,
2417,6,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
1734,1630,0,,motorway_link,,,,,,,20
1734,724,0,,motorway_link,,,,,,,20
1639,2250,0,Myyrmäentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1639,2216,0,Uomatie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1639,2343,0,Uomatie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2343,2341,0,Louhelantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2343,1639,0,Uomatie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2343,2342,0,Louhelantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2524,2552,0,Hermannin rantatie,primary,0.146965589866045,0.146965589866045,0.146965589866045,0.146965589866045,0.061917562529448,0.146965589866045,
2524,2475,0,,primary_link,,,,,,,20
2524,1686,0,"['Vilhonvuorenkatu', 'Koksikatu']","['tertiary', 'construction']",,,,,,,20
1995,1642,0,Uusi Porvoontie,secondary,0.064968607734001,0.064968607734001,0.064968607734001,0.064968607734001,0.0,0.064968607734001,
1995,2032,0,Uusi Porvoontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1697,2061,0,Leineläntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1697,1644,0,Koivukylän puistotie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2503,906,0,Tapiolantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1649,2502,0,Tapiolanympyrä,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2502,740,0,Merituulentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2502,1660,0,Tapiolanympyrä,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1754,1650,0,Hakaniemenranta,secondary,0.178887064574541,0.178887064574541,0.178887064574541,0.178887064574541,0.178887064574541,0.178887064574541,
1754,2166,0,Hakaniemenkatu,secondary,0.22239270707956602,0.268191522906701,0.294404654711402,0.294404654711402,0.046616751730974994,0.294404654711402,
1754,1993,0,Hakaniemenranta,secondary,0.197091228801312,0.197091228801312,0.197091228801312,0.197091228801312,0.11637289031178,0.197091228801312,
1706,1705,0,Sturenkatu,primary,0.040973557478223996,0.040973557478223996,0.040973557478223996,0.040973557478223996,0.040973557478223996,0.040973557478223996,
1706,1741,0,Sturenkatu,primary,0.0,0.0,0.0,0.0,0.0,0.0,
1706,1652,0,Aleksis Kiven katu,secondary,0.183868080378434,0.183868080378434,0.183868080378434,0.183868080378434,0.176386833191773,0.183868080378434,
1706,1877,0,Aleksis Kiven katu,secondary,,,,,0.184347929311096,,44
2505,1653,0,Niittyportti,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2505,2396,0,"['Niittysillankulma', 'Niittyportti']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1656,2358,0,Vantaankoskentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1656,2488,0,Vantaankoskentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1656,2355,0,Vantaankoskentie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
2358,2363,0,Syväkiventie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2358,2361,0,Vanha Hämeenlinnantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2358,1656,0,Vantaankoskentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2488,2352,0,Vantaankoskentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2488,1656,0,Vantaankoskentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2355,1656,0,Vantaankoskentie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
2355,2357,0,Vantaankoskentie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
2333,2545,0,Veturitie,primary,,,,,,,20
2333,1886,0,Veturitie,primary,0.126548606893826,0.126548606893826,0.179394405467949,0.265743326528511,0.126548606893826,,198
2333,2332,0,Veturitie,primary,0.0,0.0,0.0,0.0,0.0,0.0,
2333,1657,0,Pasilankatu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1659,1658,0,Tapiolantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1659,1649,0,Tapiolanympyrä,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1663,2293,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1663,2374,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2374,1663,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2374,2403,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2374,2401,0,Piispankyläntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2374,2402,0,Riipiläntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1665,1664,0,Karhusaarentie,tertiary,0.145038619476247,0.145038619476247,0.145038619476247,0.145038619476247,0.145038619476247,0.145038619476247,
2067,1668,0,Louhelantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2067,2340,0,Louhelantie,secondary,0.032609712918302,0.032609712918302,0.032609712918302,0.032609712918302,0.032609712918302,0.032609712918302,
1669,1876,0,Porvoonkatu,tertiary,0.10892677307128901,0.10892677307128901,0.10892677307128901,0.10892677307128901,0.10892677307128901,0.10892677307128901,
1669,1978,0,Viipurinkatu,tertiary,0.011632919311523,0.011632919311523,0.011632919311523,0.011632919311523,0.011632919311523,0.011632919311523,
1876,1741,0,Porvoonkatu,tertiary,0.029535293579102,0.029535293579102,0.029535293579102,0.029535293579102,0.029535293579102,0.029535293579102,
1876,1669,0,"['Kajaaninkatu', 'Porvoonkatu']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1673,2113,0,Satamakaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1673,1680,0,Satamakaari,secondary,0.062726440286896,0.062726440286896,0.062726440286896,0.062726440286896,0.062726440286896,0.062726440286896,
1673,1967,0,"['Käärmeniementie', 'Seilorinkatu']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2113,2121,0,Satamakaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2113,1673,0,Satamakaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1680,2122,0,Satamakaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1680,1673,0,Satamakaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1967,1980,0,Seilorinkatu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1967,1673,0,"['Käärmeniementie', 'Seilorinkatu']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1674,2121,0,Satamakaari,secondary,0.002662507325486,0.002662507325486,0.002662507325486,0.002662507325486,0.002662507325486,0.002662507325486,
1674,1679,0,Satamakaari,secondary,0.11489837245266901,0.11489837245266901,0.11489837245266901,0.11489837245266901,0.11489837245266901,0.11489837245266901,
1674,2120,0,Niinisaarentie,secondary,0.002662507325486,0.002662507325486,0.002662507325486,0.002662507325486,0.002662507325486,0.002662507325486,
2121,1674,0,Satamakaari,secondary,0.11489837245266901,0.11489837245266901,0.11489837245266901,0.11489837245266901,0.11489837245266901,0.11489837245266901,
2121,2113,0,Satamakaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1679,1678,0,Satamakaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1679,1674,0,Satamakaari,secondary,0.002662507325486,0.002662507325486,0.002662507325486,0.002662507325486,0.002662507325486,0.002662507325486,
1675,1676,0,Satamakaari,trunk_link,,,,,0.299449324607849,,44
1675,1683,0,Satamakaari,trunk_link,0.0,0.0,0.0,0.006928026676178001,0.0,,198
1676,1677,0,Satamakaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1676,1675,0,Satamakaari,trunk_link,,,,,0.299449324607849,,44
1676,2110,0,Rahtarinkatu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1683,1534,0,Vuosaaren satamatie,trunk,,,,,,,20
1677,1678,0,Satamakaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2110,1981,0,Rahtarinkatu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2110,1676,0,Rahtarinkatu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1678,1676,0,Satamakaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1678,1679,0,Satamakaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2122,1680,0,Satamakaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2122,1989,0,Vuotie,secondary,0.000368118286133,0.000368118286133,0.000368118286133,0.000368118286133,0.000368118286133,0.000368118286133,
2046,1681,0,Vuotie,secondary,0.041085481643677,0.041085481643677,0.041085481643677,0.041085481643677,0.041085481643677,0.041085481643677,
2046,1989,0,Vuotie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1685,1981,0,,"['trunk_link', 'tertiary_link']",0.0,0.0,0.0,0.0,0.0,0.0,
1685,1690,0,Vuosaaren satamatie,trunk,0.050496130457758,0.050496130457758,0.050496130457758,0.050496130457758,0.050496130457758,0.050496130457758,
1684,1675,0,Satamakaari,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
1684,1683,0,Vuosaaren satamatie,trunk,0.0,0.0,0.0,0.006928026676178001,0.0,,198
1981,1988,0,,tertiary_link,0.0,0.0,0.0,0.0,0.0,0.0,
1981,2110,0,Rahtarinkatu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1981,2066,0,Rahtarinkatu,tertiary,0.049612550312404996,0.049612550312404996,0.049612550312404996,0.049612550312404996,0.049612550312404996,0.049612550312404996,
1690,1980,0,Seilorinkatu,tertiary,0.07282367429074099,0.07282367429074099,0.07282367429074099,0.07282367429074099,0.07282367429074099,0.07282367429074099,
1690,1684,0,Vuosaaren satamatie,trunk,0.029465158780575,0.029465158780575,0.029465158780575,0.029465158780575,0.029465158780575,0.029465158780575,
1980,1690,0,Seilorinkatu,tertiary,0.060002775796681,0.060002775796681,0.060002775796681,0.060002775796681,0.060002775796681,0.060002775796681,
1980,2066,0,Rahtarinkatu,tertiary,0.127668088890623,0.127668088890623,0.127668088890623,0.127668088890623,0.127668088890623,0.127668088890623,
1980,1967,0,Seilorinkatu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1941,1692,0,Vanha maantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1941,1940,0,Vanha maantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2126,617,0,Kehä III,trunk,0.0,0.0,0.0,0.0,0.0,0.0,
1868,796,0,Teollisuuskatu,primary,0.019243140687794997,0.019243140687794997,0.019243140687794997,0.019243140687794997,0.008090564651594,0.019243140687794997,
1868,795,0,Teollisuuskatu,primary,0.153296601966479,0.153296601966479,0.153296601966479,0.153296601966479,0.108137792504404,0.153296601966479,
1868,1705,0,Sturenkatu,primary_link,0.0,0.0,0.0,0.0,0.0,0.0,
1704,1703,0,Sturenkatu,primary,0.006350131603380001,0.006350131603380001,0.006350131603380001,0.006350131603380001,0.006350131603380001,0.006350131603380001,
1704,795,0,,primary_link,0.047313780799719,0.047313780799719,0.047313780799719,0.047313780799719,0.047313780799719,0.047313780799719,
1704,1706,0,Sturenkatu,primary,0.0462883864277,0.0462883864277,0.0462883864277,0.0462883864277,0.0,0.0462883864277,
1705,1704,0,Sturenkatu,primary,0.0,0.0,0.0,0.0,0.0,0.0,
1705,1868,0,Sturenkatu,primary_link,0.0,0.0,0.0,0.0,0.0,0.0,
1877,1706,0,Aleksis Kiven katu,secondary,0.172711086706737,0.172711086706737,0.172711086706737,0.172711086706737,0.172711086706737,0.172711086706737,
1877,1926,0,Aleksis Kiven katu,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2178,2443,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
2178,1709,0,Lentoasemantie,trunk,0.0,0.0,0.0,0.0,0.0,0.0,
1709,1710,0,Lentoasemantie,trunk,0.0,0.0,0.0,0.0,0.0,0.0,
1710,2418,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
1710,1025,0,Lentoasemantie,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
2418,843,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
2418,2447,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
2265,2264,0,Tyynenmerenkatu,secondary,0.204583724748445,0.204583724748445,0.204583724748445,0.204583724748445,0.204583724748445,0.204583724748445,
2265,1712,0,Jätkäsaarenlaituri,secondary,0.16290285216633402,0.16290285216633402,0.16290285216633402,0.16290285216633402,0.16290285216633402,0.16290285216633402,
2265,2298,0,Välimerenkatu,tertiary,,,,,,,20
1819,2064,0,Rajametsäntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1819,1713,0,Rajametsäntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1819,2093,0,Männikkötie,tertiary,0.018397654565015,0.018397654565015,0.018397654565015,0.018397654565015,0.018397654565015,0.018397654565015,
1716,1715,0,Panuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1716,2304,0,Panuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2304,1963,0,Panuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2304,1716,0,Panuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1717,2506,0,Lauttasaarentie,secondary,0.0,0.027818948030472003,0.071616587644421,0.128515867000424,0.0,,198
1717,2392,0,Lemissaarentie,primary,0.11213972802032901,0.167521741341252,0.245342847059865,,0.0,,86
1717,2210,0,Särkiniementie,primary,0.079603210297465,0.134985223618388,0.212806329337,0.26970560869300303,0.0,,198
1717,2530,0,Lauttasaarentie,secondary,0.0,0.026844292879105,0.08585535340503199,0.10107750969684301,0.0,,198
2392,2507,0,Lemissaarentie,primary,0.0,0.0,0.0,0.0,0.0,0.06527362786422,
2392,1717,0,Lemissaarentie,primary,0.0,0.027818948030472003,0.099219624134094,0.156118903490097,0.0,,198
2530,1717,0,,secondary_link,0.073406043214689,0.12878805653561198,0.20660916225422402,0.263508441610227,0.0,,198
2530,1866,0,Lauttasaarentie,secondary,0.0,0.0,0.0,0.0,0.0,0.041700567260467995,
2311,2309,0,Rastaalantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2311,1719,0,Rastaalantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1725,1823,0,Pakilantie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
1725,1820,0,Pakilantie,secondary,0.039127247951458,0.039127247951458,0.039127247951458,0.039127247951458,0.039127247951458,0.039127247951458,
1725,2280,0,Pirjontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1725,2259,0,Pakilantie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
1823,2064,0,Metsäpurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1823,2561,0,Pakilantie,"['secondary', 'construction']",0.0,0.0,0.0,0.0,0.0,0.0,
1823,1726,0,Pakilantie,secondary,0.294621364795215,0.294621364795215,0.294621364795215,0.294621364795215,0.294621364795215,0.294621364795215,
1823,1725,0,Pakilantie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
1820,1809,0,"['Sysimiehentie', 'Osuuskunnantie', 'Jakokunnantie']",tertiary,,,,,,,20
1820,1947,0,Pakilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1820,1725,0,Pakilantie,secondary,0.039127247951458,0.039127247951458,0.039127247951458,0.039127247951458,0.039127247951458,0.039127247951458,
2280,1725,0,Pirjontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2280,2208,0,"['Pirjontie', 'Pirkkolantie']",secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2259,2561,0,Pakilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2259,1725,0,Pakilantie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
1727,1728,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1727,1817,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1817,1727,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1817,1895,0,Käskynhaltijantie,secondary,0.059642755138767996,0.059642755138767996,0.059642755138767996,0.059642755138767996,0.059642755138767996,0.059642755138767996,
1793,1728,0,,construction,0.0,0.0,0.0,0.0,0.0,0.0,
1730,1965,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
1730,157,0,,motorway_link,,,,,,,20
1965,162,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
1965,159,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
1770,1775,0,,primary_link,0.0,0.0,0.0,0.0,0.0,0.0,
1770,1412,0,Veturitie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1759,1795,0,"['Meritullintori', 'Pohjoisranta']",primary,0.146709986463095,0.146709986463095,0.146709986463095,0.146709986463095,0.146709986463095,0.146709986463095,
1759,1739,0,Meritullintori,primary,0.014410549860738997,0.014410549860738997,0.014410549860738997,0.014410549860738997,0.014410549860738997,0.014410549860738997,
1759,1869,0,Aleksanterinkatu,secondary,0.060043030958454,0.060043030958454,0.060043030958454,0.060043030958454,0.060043030958454,0.060043030958454,
2406,1743,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2406,2235,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1895,1745,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1895,1814,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1771,1767,0,Ratapihantie,primary_link,,,,,,,20
1771,892,0,Ratapihantie,primary_link,,,,,,,20
1747,1712,0,Hietalahdenranta,primary,0.144810439618694,0.144810439618694,0.144810439618694,0.144810439618694,0.13973918408622799,0.144810439618694,
2409,1748,0,Hietalahdenranta,primary,0.09737309539917599,0.09737309539917599,0.09737309539917599,0.09737309539917599,0.09737309539917599,0.09737309539917599,
2409,1881,0,"['Uudenmaankatu', 'Mallaskatu']",primary,,,,,,,20
2409,2197,0,"['Hietalahdenranta', 'Telakkakatu']",tertiary,0.218994379043579,0.218994379043579,0.218994379043579,0.218994379043579,0.218994379043579,0.218994379043579,
2232,2190,0,Caravellentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2232,1751,0,Caravellentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1993,1754,0,Hakaniemenranta,secondary,,,,,,,20
1993,799,0,,primary_link,0.20246780069259,0.20246780069259,0.20246780069259,0.20246780069259,0.12174946220305802,0.20246780069259,
1844,1854,0,Hietalahdenkatu,secondary,0.008497238159180001,0.008497238159180001,0.008497238159180001,0.008497238159180001,0.008497238159180001,0.008497238159180001,
1844,1918,0,Ruoholahdenkatu,tertiary,0.047807751802336,0.047807751802336,0.047807751802336,0.047807751802336,0.047807751802336,0.047807751802336,
1844,2198,0,"['Porkkalankatu', 'Ruoholahdenkatu']",secondary,0.055726330352061,0.055726330352061,0.055726330352061,0.055726330352061,0.055726330352061,0.055726330352061,
2193,1757,0,Salmisaarenkatu,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2193,1758,0,Salmisaarenkatu,secondary,,,,,,,20
1758,2194,0,,motorway_link,0.127134722439174,0.127134722439174,0.127134722439174,0.127134722439174,0.111924194283013,0.127134722439174,
1758,2193,0,Salmisaarenkatu,secondary,,,,,,,20
1869,1739,0,"['Mariankatu', 'Kanavakatu']",secondary,0.004641056060790999,0.004641056060790999,0.004641056060790999,0.004641056060790999,0.004641056060790999,0.004641056060790999,
1869,1759,0,Aleksanterinkatu,secondary,0.060043030958454,0.060043030958454,0.060043030958454,0.060043030958454,0.060043030958454,0.060043030958454,
1762,1851,0,"['Kehä I', 'Mestarintunneli']",trunk,,,,,,,20
1851,139,0,Kehä I,trunk,0.0,0.0,0.0,0.0,0.0,0.0,
1851,204,0,Läkkimyötäle,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
1851,243,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
1766,117,0,Kehä I,trunk,0.0,0.0,0.0,0.0,0.0,0.0,
1767,364,0,"['Koskelantie', 'Hakamäentie']",primary,0.071133862616259,0.071133862616259,0.071133862616259,0.071133862616259,0.071133862616259,0.071133862616259,
1772,1813,0,,primary_link,,,,,,,20
1772,313,0,Hakamäentie,primary,,,,,,,20
1813,2171,0,"['Ilmalankatu', 'Radiokatu']",tertiary,,,,,,,20
1813,313,0,,primary_link,0.19459098296756397,0.19459098296756397,0.19459098296756397,0.19459098296756397,0.19459098296756397,0.19459098296756397,
1813,1777,0,"['Ilmalanrinne', 'Ilmalanreuna']","['primary_link', 'secondary']",,,,,,,20
1778,166,0,Länsiväylä,motorway,0.0,0.0,0.0,0.0,0.0,0.0,
1778,2193,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
1926,1779,0,Aleksis Kiven katu,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1926,1877,0,Aleksis Kiven katu,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1787,1780,0,Laurintie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1781,2222,0,Kehä III,trunk,0.0,0.0,0.0,0.0,0.0,0.0,
2586,2584,0,,construction,0.0,0.0,0.0,0.0,0.0,0.0,
2586,2585,0,,construction,0.0,0.0,0.0,0.0,0.0,0.0,
1790,620,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
2148,836,0,Teollisuuskatu,secondary,,,,,0.055461069476404,,44
2148,1886,0,Teollisuuskatu,primary,,,,,,,20
2140,2422,0,Tapulikaupungintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2140,1798,0,Tapulikaupungintie,secondary,0.007148742675780999,0.007148742675780999,0.007148742675780999,0.007148742675780999,0.007148742675780999,0.007148742675780999,
2038,2284,0,Turunväylä,motorway,0.0,0.0,0.0,0.0,0.0,0.0,
2025,2022,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
2025,2172,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
1800,677,0,Läntinen Valkoisenlähteentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2395,1805,0,Vihdintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2395,2381,0,Vihdintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1825,1894,0,Pakilantie,secondary,0.032582955931577,0.032582955931577,0.032582955931577,0.032582955931577,0.032582955931577,0.032582955931577,
1825,2154,0,Pakilantie,secondary,0.22540223463058698,0.22540223463058698,0.22540223463058698,0.22540223463058698,0.17527140541553798,0.22540223463058698,
1825,1809,0,Paloheinäntie,tertiary,0.149810547774704,0.173783051423738,0.22957067435235798,0.26689206307382396,0.149810547774704,0.26689206307382396,
1814,1817,0,Käskynhaltijantie,secondary,0.031955718994141,0.031955718994141,0.031955718994141,0.031955718994141,0.0008138380944730001,0.031955718994141,
1814,2575,0,Käskynhaltijantie,construction,0.042142851569125,0.042142851569125,0.042142851569125,0.042142851569125,0.042142851569125,0.042142851569125,
1815,2556,0,Norrtäljentie,tertiary,,,,,,,20
1815,1874,0,Norrtäljentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2452,1816,0,Gumbontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
